,class
26855,0
32824,1
48237,0
45108,0
25604,0
11573,1
26245,0
20079,0
31842,1
19795,0
47915,0
20841,0
43523,0
6613,0
492,0
36857,0
33813,0
46968,0
19158,0
29917,0
9632,1
33612,1
25368,0
36752,1
5456,1
40986,0
12954,0
6669,0
36140,1
5532,0
23152,0
43190,1
46443,0
17131,1
38621,0
47186,0
39463,0
33744,1
31181,0
46914,0
13419,0
20504,0
10738,0
12933,0
13849,0
23871,1
24610,0
10550,0
24719,0
38699,1
34480,0
25022,1
9994,1
3453,1
34053,0
20042,0
2745,0
20488,0
14707,0
9033,1
30206,0
24570,0
23655,0
1707,0
24666,0
8676,1
6294,1
5399,0
10400,0
29413,1
32234,0
13270,0
1389,1
7336,0
7404,1
979,1
12609,0
30242,1
40906,1
18359,0
5953,1
46930,1
31766,0
39183,0
29606,0
43590,0
1970,1
9486,0
41759,0
39037,0
17164,1
8223,0
36712,0
13505,0
28074,0
23112,0
4450,0
29918,0
40358,0
32748,0
23085,1
40561,0
1429,1
3426,0
17974,1
22737,0
14664,0
35325,0
34015,0
6108,0
12354,1
9652,0
4313,1
3526,0
21214,0
41788,0
34321,0
27618,0
48338,0
37284,0
36546,0
23575,1
48264,0
31854,0
10143,0
41751,0
25005,0
33357,1
36270,0
4092,1
10419,1
37583,0
985,0
31155,1
40099,0
5860,0
9749,1
48543,0
18118,0
33334,1
22559,0
38253,0
7636,1
43889,0
24806,1
19941,0
43019,0
48031,1
33089,1
22635,0
20346,0
18326,0
15470,0
24779,0
39003,1
19527,0
2395,0
8760,0
3991,0
2154,0
39465,0
34458,0
34127,1
15953,0
20703,0
14290,1
573,0
43586,0
41768,0
7504,0
31269,0
10244,1
40415,1
3795,0
35086,0
22177,0
7540,0
2278,1
1820,0
8150,0
38540,0
6088,0
3063,0
34206,0
32740,0
26564,0
36945,0
26505,0
15050,0
21667,0
10222,0
34606,0
41363,1
25393,0
29851,0
13283,0
31121,0
18984,0
40189,0
47357,0
45569,0
775,0
19574,0
40663,0
2253,0
27631,0
5982,0
39724,0
401,0
26201,1
2060,0
13266,0
41796,0
2750,1
20666,0
290,1
15925,0
38074,0
19676,1
34057,0
38942,0
35556,0
39293,0
32075,0
18913,0
25643,0
19883,1
47787,0
46657,0
46413,0
27263,0
19632,0
4395,0
17516,0
22794,1
45297,0
28644,1
48075,1
9072,1
34529,1
44390,0
29598,1
35626,1
32643,0
8108,0
24492,0
3471,0
6166,1
14246,0
5118,1
8418,0
17955,1
32588,0
28191,0
35115,0
27034,0
33458,0
16442,0
31375,0
8618,0
38539,0
5141,1
24191,0
41007,0
278,1
38569,1
16959,0
15601,1
27770,0
17093,0
160,0
11183,0
14834,0
11940,0
25388,0
16704,0
19821,1
42568,0
17529,0
30230,1
28808,0
16235,0
11147,1
38061,0
19785,0
15884,0
32792,0
34432,1
46383,0
11296,0
2076,0
11300,0
12026,0
20419,0
40756,0
36517,0
17843,1
4406,1
20852,1
26448,0
29361,0
31902,1
22578,0
40784,0
26053,0
43961,1
47016,1
5786,0
10933,0
23366,1
17575,0
13643,0
18213,0
20225,0
18997,1
6006,0
196,0
37188,0
26787,0
31163,1
12921,0
32644,0
37882,0
11812,1
23978,0
19091,0
16857,0
45392,0
22838,0
42973,0
410,0
22821,0
36924,0
47472,0
34715,0
34039,1
40396,0
17902,1
6766,0
22118,0
18305,0
45044,0
5565,0
6189,0
10249,0
41553,0
30329,1
35529,0
35870,0
21813,1
25306,0
42402,1
34239,0
33858,1
6818,0
28709,0
24044,0
16045,0
44846,0
15825,1
32141,1
40989,0
26351,0
41333,0
252,1
23778,1
35627,1
6275,0
12556,0
5726,0
19261,1
25877,0
30141,0
6252,0
27928,0
4114,0
32030,1
8143,0
8276,1
22170,1
8668,1
12069,0
25742,0
23454,0
3699,0
36385,0
38979,0
44122,1
31309,0
3676,0
21698,0
42999,0
10769,0
25400,0
9252,0
19620,0
9262,0
3082,1
16768,0
31271,1
7848,0
28178,1
4431,0
11613,0
41819,0
21008,1
26060,0
39629,0
41940,0
31313,1
46210,0
4767,0
15393,0
20883,0
21976,0
11589,1
23025,0
34128,0
33008,0
27645,0
43566,1
43762,0
48465,0
17919,1
36925,0
23388,0
24034,0
31799,0
13837,0
16659,0
35302,0
1897,0
11283,0
10791,0
31691,0
4714,1
11152,1
40556,0
9850,1
24807,0
45418,0
11352,0
19419,0
47865,0
11192,1
44217,0
26490,0
31833,0
36112,0
34307,0
16894,0
20094,0
43816,0
40432,0
44762,0
34697,0
3376,1
12631,0
28683,0
13450,0
46705,1
22549,0
13502,0
14488,0
40217,0
48416,1
37745,1
34845,0
27898,1
34275,0
40057,0
28402,0
8392,1
5909,0
5199,1
39503,1
5224,0
14659,0
31810,0
44262,0
12900,0
11058,0
34613,1
46393,0
6822,1
47469,1
20336,1
41309,0
9102,0
37283,0
41573,0
11503,0
35244,0
36783,0
31095,1
33969,0
37412,0
38262,0
24057,0
31945,1
14251,0
37761,0
28309,0
24525,0
34760,1
688,0
2766,1
46113,1
25551,0
43329,0
5308,0
13256,0
18840,0
28555,0
18231,0
45449,1
15759,0
8848,0
24073,0
12826,0
48537,1
13099,0
37198,0
22321,0
30701,1
21327,0
5629,0
29557,0
3710,0
13189,0
15464,1
21473,1
28885,1
45094,0
6869,1
23696,0
28890,0
3479,1
9824,0
29569,0
30138,0
43214,0
35856,0
46825,0
38265,0
3872,0
7925,0
1801,0
20137,0
46808,0
41215,0
12073,0
20768,0
28465,0
36032,0
15511,1
24144,0
6069,0
26600,1
3753,0
12334,0
21280,0
31474,0
30676,0
7778,0
19423,0
36374,1
30551,0
35120,0
32086,0
35191,1
37931,0
14324,0
13948,1
10651,0
25751,0
14023,0
9400,0
9418,1
33370,0
32174,0
10045,0
46074,0
13181,1
2235,1
31153,0
29397,1
47711,1
32938,1
2888,0
1307,0
4506,0
11597,0
34067,1
24878,0
48833,0
12116,1
8878,0
5185,0
43101,0
25479,1
32130,0
5209,0
803,0
37633,0
48573,1
12387,0
30365,0
44554,0
15278,1
46694,0
43912,0
16927,0
30896,0
46014,1
15634,0
20698,1
47578,0
17435,0
18783,0
12455,0
28377,0
27436,1
10924,0
45043,0
16284,0
46230,1
1518,0
19165,0
32339,0
47270,0
22539,0
46016,0
3802,0
6068,0
34523,0
22094,1
47824,0
18613,1
6538,1
28780,0
18115,0
10009,0
46445,0
32991,0
32152,0
13803,0
23806,0
643,1
28185,1
44086,1
32375,1
39704,1
46386,0
2723,0
28476,0
17253,1
16341,0
41090,0
44647,1
25268,0
47283,0
7479,0
562,1
39442,0
31374,0
30062,1
19509,0
42157,0
35130,0
19259,0
42841,1
45114,1
19117,0
31514,0
9888,0
25288,0
17832,0
12210,0
38166,1
12599,0
45484,0
46904,0
1438,0
9823,0
16758,0
9859,1
11471,0
27721,0
19350,0
14456,0
46257,1
19083,0
2962,0
10202,0
1280,0
14496,0
20021,1
17661,0
17345,1
25934,0
2971,0
42497,0
6866,0
39578,0
37926,0
48522,0
14315,1
14241,0
11994,0
10838,0
6020,0
8647,0
645,0
38158,0
14154,1
24173,0
25150,1
37195,0
19904,0
42592,0
25068,0
4916,0
19094,0
46983,0
19217,0
46217,0
48301,0
17193,0
12928,1
24586,0
31781,0
32722,0
18310,0
5533,0
20942,1
38414,0
29941,1
7630,0
21662,0
31081,0
15155,0
7516,1
41602,0
1941,0
41991,0
3970,0
18571,0
33171,0
34683,0
37984,0
8780,1
23468,0
13210,0
1308,0
25449,1
45760,0
15975,0
2467,0
11345,0
14378,0
26177,0
23093,0
35721,0
36483,0
13199,1
13269,1
36235,0
23865,0
11094,0
20947,0
44072,0
7322,1
11267,0
3222,0
32784,0
10250,0
18517,1
40205,0
27766,1
37342,0
11905,0
2064,0
13853,0
31807,0
7436,0
31612,1
17500,1
2772,0
15284,0
38541,0
41565,0
19948,0
22789,0
7963,1
3265,0
26749,0
47438,0
18859,1
5976,0
31058,0
33762,0
41510,0
6059,1
46266,0
5205,1
11316,1
43,0
12449,0
39348,0
4745,0
48121,1
3857,0
10711,0
25650,0
47443,1
15797,0
36021,1
22141,0
39529,0
7320,1
29597,0
46551,0
10625,1
17546,0
11251,0
3899,0
40498,0
6724,0
36336,1
38799,1
45228,0
24074,0
11084,0
25018,1
25195,1
4028,1
2507,0
20130,0
30142,0
38600,0
1512,0
7480,0
37454,0
9034,0
18719,0
3692,1
2031,1
21484,0
42640,0
25508,1
11918,0
22857,1
42361,1
42559,0
37086,0
6414,0
34508,0
24385,1
33919,1
34719,0
10113,0
14332,0
44533,0
25372,1
17241,0
20354,0
24122,0
16493,0
38747,0
10043,0
47918,0
24519,0
41159,0
18866,0
30747,0
6733,0
12592,0
23438,0
19507,0
21691,0
30848,0
14360,0
13087,0
28920,0
26530,0
30706,0
16211,0
34587,0
17839,0
9594,0
23417,0
22933,1
14886,1
43422,0
28341,1
30027,0
8779,0
1875,1
40607,0
6736,0
27848,0
41956,0
39018,1
23561,0
40543,0
22126,0
36226,1
23648,1
30831,1
15956,1
42916,0
32909,0
8454,0
34276,0
23869,0
44004,0
41229,0
34942,0
33529,1
5347,0
38918,1
22149,0
8544,0
37394,0
3457,0
30634,1
39660,0
11280,0
4452,0
10011,0
39076,0
29745,0
33575,0
10479,0
26376,0
27956,0
15230,0
32609,0
25293,0
20247,1
40328,0
45477,0
38838,0
26062,0
16443,0
13782,0
18385,0
23825,0
29540,0
35172,0
44581,1
19971,0
38644,0
33191,1
19974,0
23175,0
45095,1
28664,1
9161,0
12804,0
5923,1
33815,0
26926,0
12416,1
26531,0
13964,1
45363,0
39422,0
42244,1
1170,1
39282,0
31238,0
8241,0
30710,0
20355,0
19501,1
41522,0
6683,0
18420,1
48828,0
43156,0
36540,0
41988,1
9552,0
30131,0
17451,0
16399,0
28631,0
8380,0
13891,0
11232,0
12059,1
37910,0
18983,0
28894,0
18646,0
27329,0
44287,0
8469,0
30502,0
43992,0
19056,1
659,0
33047,0
7406,0
2764,0
19677,0
13731,0
6439,0
30734,0
27877,1
18653,0
33777,0
26151,0
48818,0
3843,0
793,0
40967,0
43985,0
4041,0
42812,0
26185,0
4293,0
43381,1
23163,0
40863,0
15709,1
11845,1
41317,0
22911,0
27049,1
9445,1
24786,1
34934,1
23300,0
14161,0
9784,0
5673,0
3885,0
37333,0
40850,1
3128,0
35022,0
13240,0
4955,1
2801,0
29388,1
24313,0
10783,0
37285,0
14415,1
12343,0
33554,0
862,0
24817,0
12623,1
9452,1
18098,0
22582,0
25074,0
18247,0
5208,0
43993,0
27357,0
44070,1
45565,0
39130,0
1275,0
860,0
22980,0
3482,0
45133,0
47060,0
48662,0
18289,0
45282,0
28213,0
13516,0
27620,0
19144,0
37604,0
47444,0
35224,1
37473,0
18455,0
29071,1
18856,0
23352,1
42616,0
39644,0
36589,0
38297,1
27479,0
44425,0
7194,0
41231,0
26443,1
14976,0
42348,0
32352,0
11240,0
42896,0
43076,1
34873,0
12802,0
29508,0
31173,0
9580,0
28283,0
38878,0
42078,0
36507,1
39316,1
10584,1
15521,0
13400,0
40403,1
37971,0
17503,0
41688,0
19152,1
3725,0
9231,1
10852,0
20466,0
2124,0
9163,0
41239,0
34766,0
23115,1
44513,0
11659,1
24059,0
32537,0
18387,1
37773,0
27993,1
15499,1
12930,1
27385,0
3399,0
29895,0
40378,0
3405,1
16512,0
44413,0
25279,0
17857,0
8626,0
5599,1
26668,0
20925,0
2067,0
8014,0
17649,1
30203,1
43754,0
40997,0
29570,1
35825,0
14082,1
4602,1
30606,0
44083,0
40511,1
19344,0
44619,0
43488,0
46500,0
5088,0
48378,0
42818,0
17791,0
15210,0
4820,0
568,0
45785,1
16872,0
34062,0
33835,1
35236,1
20457,1
28410,0
4311,0
9728,0
44825,0
41547,0
8685,0
27373,1
41533,0
33441,1
13587,0
38582,1
18250,1
29572,0
42265,0
27495,0
26289,0
21090,0
43293,0
48353,0
2299,0
24914,1
38608,0
46354,0
42372,0
19650,0
12065,0
44907,1
22944,0
31017,1
3122,0
21314,1
37993,0
19543,1
5776,0
18133,0
29448,0
42703,0
9983,1
39530,1
36536,1
23500,0
3493,0
3608,1
40031,0
21412,0
18233,0
46557,0
5398,0
3001,1
36474,1
3977,0
26103,1
40072,0
25810,1
35395,0
19381,0
2649,0
23521,0
42849,0
37356,0
33280,0
19503,0
38945,0
6321,0
4938,1
16840,0
33292,0
34105,0
1761,0
23113,0
48191,0
11933,1
33596,1
33368,0
16093,0
878,1
47654,0
40778,1
36530,0
35219,1
8774,1
16155,1
26034,1
26433,0
1886,0
46342,0
13441,1
33056,0
12594,0
20731,0
9702,0
12898,0
21499,0
27403,0
27358,1
30353,1
27392,1
28336,0
35751,1
27152,0
28669,0
45551,0
9412,1
28711,0
13126,1
35498,0
12170,0
37897,0
29410,0
12636,1
45386,0
44697,0
30039,0
36311,0
1076,0
3737,0
42730,0
37312,0
25104,0
15733,0
34774,1
7955,1
20438,0
44800,1
7045,0
3898,0
32551,0
32087,1
24865,1
7364,1
31372,0
9390,0
31889,1
31371,0
32640,0
11019,0
41414,0
40727,0
13491,0
38487,0
20272,0
16928,0
9656,0
45537,0
33025,0
12441,1
36894,1
46614,0
46869,0
37318,1
10050,0
11103,0
41037,0
29362,0
23803,0
25664,0
29365,0
44605,0
32901,0
9630,0
43549,0
7814,0
6849,0
7573,0
31124,0
40831,0
45725,0
19613,0
18458,0
21780,0
46314,0
37261,1
8092,0
10462,0
577,0
18797,0
42075,1
29805,0
47110,0
35144,0
4277,1
18368,0
24499,0
8004,0
3173,1
9724,0
37338,0
31603,0
41438,0
20224,0
28763,0
15839,0
24390,0
19108,0
18744,0
10022,1
11043,0
24756,0
30155,1
26841,0
48088,1
7947,0
8705,1
34827,0
48625,0
8493,0
47556,0
13043,1
8396,0
41431,1
7218,1
10871,0
5509,0
38634,0
41892,1
18052,1
39010,0
14835,1
36760,0
12121,0
41797,0
40996,0
8128,0
14355,0
3999,1
10576,0
38659,0
10039,0
15758,0
8679,1
12154,1
43550,0
43246,0
40473,0
2551,0
33282,1
26052,0
12408,0
20483,0
4851,0
28797,0
33682,0
30000,0
33203,1
11083,0
3166,0
22617,0
47300,0
40006,1
31613,0
38511,0
4446,0
46508,1
17509,0
10496,1
4328,0
12049,0
19546,1
4362,0
7910,1
43259,0
41575,0
28068,0
36789,0
43284,1
17785,0
23356,0
46888,0
18935,0
47662,0
38657,0
35487,0
38072,0
43132,0
25002,1
1659,0
2108,0
12352,1
39121,1
32474,0
29852,0
2835,0
47862,1
31844,0
7444,0
3378,1
20183,0
29043,1
9059,0
11452,0
3042,0
33509,0
33325,0
18889,0
4469,0
20815,0
19070,0
16477,0
20443,0
4761,0
26136,1
393,0
8914,0
36417,1
41112,0
41599,0
28612,0
22787,0
4033,0
39678,0
44717,0
35141,1
41690,0
9796,1
35644,1
12817,1
40917,0
25334,0
26491,0
8148,0
21448,1
22967,1
28816,0
30685,0
31715,0
7301,1
36342,0
31793,0
6359,0
6058,1
16042,0
21899,0
31550,0
42491,0
41289,0
26497,0
18434,1
15712,0
2841,0
16790,0
16373,0
7685,0
36240,0
25839,1
43147,0
39819,0
5617,1
47953,0
14533,0
15857,0
31457,0
16134,1
11838,0
35434,0
43918,1
1935,0
21711,0
1654,1
42600,0
31960,1
48570,0
22588,0
21320,0
48225,0
41144,0
15526,0
35175,0
23385,1
640,0
19309,0
15837,0
11233,0
17790,0
12822,0
32286,0
25779,0
36346,0
8461,1
32322,0
1921,0
40394,1
33464,0
40056,0
22653,0
5985,0
34038,1
15482,1
32712,0
46167,0
40624,0
23985,0
43681,0
20232,0
4250,0
44038,1
30268,0
18507,0
10689,1
20125,0
45736,0
20635,1
6435,1
13401,0
22391,0
13033,1
17973,0
12251,1
8915,1
19355,0
16026,0
48579,0
12950,0
1720,1
92,1
47396,0
38801,0
5140,0
3300,1
17139,0
47999,0
36630,0
18591,0
22924,0
6829,0
3404,1
37478,0
34801,0
24957,0
25169,0
14030,0
20551,0
21903,0
3347,0
25618,0
23753,0
19522,0
18366,1
13144,1
47576,1
17605,1
28087,0
6916,1
34229,0
22609,0
23214,0
3963,0
41290,0
16810,0
5846,0
24040,0
22309,0
34426,0
15424,0
40387,0
1837,0
17995,0
13008,0
4814,0
44950,1
18259,1
13282,0
6353,0
19435,1
17768,0
6107,0
31067,0
19792,0
38726,0
7809,0
42436,1
954,0
44085,0
5231,1
3741,0
44802,0
8347,0
6375,0
33014,0
33859,1
23277,0
44537,1
11073,0
1667,1
28937,0
14854,0
23509,0
33914,0
5795,0
40355,0
42850,0
6123,0
44522,0
23475,1
36310,0
8615,0
46951,0
28665,0
12275,0
22543,0
11661,0
32329,0
31736,1
19220,0
33045,0
21033,0
26856,0
6498,0
20029,0
27404,0
13004,0
26748,0
12176,0
22409,0
35494,0
37057,0
36521,1
33399,0
13014,0
5348,0
4823,0
27949,0
12630,0
46965,1
40115,0
6973,1
9187,1
10301,0
26953,0
4384,1
15062,0
44185,0
36779,0
41982,0
11368,0
525,0
12247,1
30903,0
18108,0
45878,0
27163,1
24613,0
7551,1
29382,0
36348,0
15134,0
18875,0
11782,0
9229,0
4588,0
46679,0
44689,0
613,0
27221,0
36799,1
19040,1
20561,0
32862,0
25189,0
43324,0
27277,0
6570,0
46510,0
2231,0
44488,0
35932,0
23836,1
14698,0
19580,0
24008,0
48427,0
747,1
6210,0
19960,0
27380,0
26011,1
33920,0
34452,0
44498,0
16351,0
13092,1
21355,0
23359,0
40162,0
26200,0
29225,0
47906,0
9973,0
45204,0
6992,0
5085,0
7233,0
31651,1
22657,0
661,0
38790,0
22618,1
29155,1
18756,0
34188,0
38054,0
45851,0
9928,0
5149,0
933,0
34528,0
18363,0
16203,0
32920,0
44076,0
34473,0
7120,0
48655,0
26398,0
16666,0
45339,0
30304,0
9263,0
3360,0
5144,0
30731,0
6964,1
33831,0
2998,0
16743,0
34092,0
19914,0
40150,0
25734,1
33091,1
31149,0
5496,0
27673,0
5112,0
34792,1
33662,0
28568,0
32928,0
35689,0
35098,1
22537,1
25359,0
26743,0
37087,1
22779,0
12932,0
38882,0
34691,0
7313,0
3906,0
24051,0
12754,1
41860,1
34033,0
30653,0
36200,1
6460,0
27384,1
44179,0
24908,0
1777,0
12211,1
7340,0
43990,1
31257,0
21557,1
13490,1
16061,1
30891,0
38819,0
8721,0
45515,0
11712,0
5507,0
11970,0
29152,0
47927,1
11906,0
5253,0
23493,0
43701,0
47319,0
27179,0
31983,0
1578,0
2952,0
6196,0
10699,0
6564,1
28077,0
47560,0
1893,0
35373,0
8028,0
47929,1
30205,1
25556,0
4477,0
39481,0
12821,1
39322,1
11760,0
45063,0
3344,1
35935,0
13085,0
3266,0
34399,0
17982,0
43846,0
25496,0
21377,0
21730,0
30971,0
33808,0
26949,0
9474,1
34969,0
41,1
18934,0
21793,0
38220,0
26146,1
20214,0
5318,1
23914,0
15811,0
35,0
3084,0
15492,1
1998,0
48776,0
3121,1
32332,0
10210,0
34544,0
47033,0
3233,0
9077,0
48304,0
44590,0
22189,0
7394,0
19407,0
10482,0
42162,0
44283,1
3556,0
15070,0
26763,1
27405,0
47716,1
1206,1
43599,0
8601,1
19387,1
36683,0
26391,0
5334,0
7016,0
41360,1
3279,0
9898,0
44437,0
45209,1
3856,0
25051,0
6798,1
44105,0
12823,0
28817,0
46258,1
7579,0
46712,0
47546,0
497,0
41361,0
8073,1
5005,0
48359,0
37477,0
12675,0
32627,0
3028,0
25243,1
1647,0
15098,0
3101,0
7811,0
40151,0
7678,0
43873,1
4377,1
10556,1
10444,1
18508,1
634,0
3488,0
27988,0
23342,0
17266,0
17134,0
45579,0
47316,0
19235,0
7004,1
27194,1
38191,0
17875,0
38096,0
14705,0
29804,1
29558,0
19050,0
13985,0
44886,0
40024,0
34501,0
6185,0
44383,0
17028,0
30071,0
4495,0
45925,1
47146,0
42933,0
27177,1
13922,0
30028,0
5447,1
14451,0
38009,0
32684,1
141,0
39099,0
42154,0
5260,0
40759,0
23754,0
37199,1
11010,0
9199,1
43308,0
8083,0
15309,0
43169,0
21850,0
17263,0
3823,0
6276,0
31923,1
38438,0
7769,0
12283,0
22433,0
7899,0
28480,0
45254,0
20723,0
11788,0
3147,1
32320,1
13940,0
24429,0
38866,0
27301,0
26511,1
29009,0
41879,0
16763,0
37046,0
2826,1
14694,0
32099,0
16849,0
27761,0
47225,0
34809,1
4011,1
973,0
3685,0
7655,0
31704,0
48594,0
35030,0
16169,0
12273,0
22952,0
31365,0
13720,0
341,0
41654,0
40274,0
27839,0
12362,0
17415,0
9345,0
6747,0
4438,0
42431,1
24789,0
28443,1
12232,1
24748,1
24560,1
41638,0
40805,0
25702,0
1135,0
33828,0
28814,1
31963,0
26931,0
16353,1
2337,0
46164,1
16548,1
31499,0
15699,0
6295,1
26323,1
11894,0
24163,0
27005,0
17370,0
4951,0
14419,0
39297,1
26896,0
43367,0
20955,0
16279,0
46147,0
34904,1
36355,1
28915,0
1960,1
4263,0
43664,0
9389,0
12443,0
10069,1
7891,1
12445,0
15690,1
22001,0
34236,0
7882,0
10029,0
40241,0
6371,1
7991,1
15310,1
10313,0
27218,1
15201,0
29179,1
31480,1
48695,0
45180,1
43063,0
12314,0
626,0
4933,0
19118,0
24005,0
27660,0
45361,0
24899,1
42659,0
29023,0
38314,0
45234,0
40743,0
39711,0
47757,0
3801,0
38384,0
28241,0
44788,0
47518,0
25631,0
12789,0
24365,1
5543,0
42489,0
41535,0
32437,0
30771,0
16814,1
20916,0
40054,0
19265,0
5477,1
1364,1
36756,0
5870,1
3050,0
27909,0
9045,0
27278,0
3788,0
26170,0
15394,1
9692,1
41183,1
20919,0
21089,1
40555,1
26258,0
26866,0
21776,0
26299,0
18976,1
23145,0
42554,0
24371,0
12709,0
24289,0
871,0
32227,0
17956,0
28395,1
30541,0
18684,1
39595,0
4811,0
27822,1
27496,1
17005,1
21304,0
4036,0
24860,0
10581,0
23206,1
38216,0
26025,0
10195,0
26682,0
41377,0
18113,0
40299,1
35818,0
7334,0
6765,0
45426,1
16510,0
21423,0
43479,0
9662,1
10253,1
48230,0
27945,0
1260,0
18790,1
23531,0
34403,0
23389,0
41272,0
28174,0
19353,0
15250,0
21642,0
45560,0
24674,1
25141,0
26441,0
25096,0
26315,0
36938,0
6518,0
45177,1
42268,0
13898,0
31820,0
23934,0
44544,0
38124,0
45594,1
127,0
2910,0
43853,0
28835,0
42983,0
48717,1
35043,0
27093,0
37146,1
16905,0
29543,1
45959,0
24317,1
41747,0
34597,0
43007,1
36650,0
45203,0
47763,0
3321,0
12703,1
47411,1
29083,0
3449,0
38925,1
19679,1
44994,0
37244,0
37343,0
47542,0
47380,0
48804,0
21117,1
12373,0
28415,0
47075,0
21995,0
26204,0
27591,0
22503,0
42445,0
25775,0
27547,1
47637,0
22842,1
26130,0
30532,0
21407,0
28446,1
25581,0
9879,1
10698,0
17352,1
16781,0
47014,0
7264,0
13110,0
10389,0
48177,0
32178,0
34830,0
47603,1
4491,0
23958,0
17303,0
19964,0
6731,0
25926,0
42459,1
34589,0
37006,1
27570,0
15938,0
7458,0
10693,1
38730,1
38137,0
32049,1
48719,1
37151,0
8627,0
43241,0
12008,1
41417,0
7278,0
27020,0
24293,0
16687,0
44414,0
26021,0
21223,0
10242,0
37277,1
42642,0
44120,0
48614,1
37137,0
43895,0
47991,0
17808,0
20047,0
7804,1
20817,0
38155,1
3580,0
38391,0
31645,0
10058,1
43379,0
17964,0
39680,0
43840,0
5326,0
47913,0
27739,0
28876,1
17733,0
12179,0
39790,1
20240,1
46047,0
42344,0
12120,0
42529,0
19958,1
45737,0
44923,1
13360,1
12641,0
47904,1
20403,0
7203,0
12155,0
48824,0
4088,0
28297,1
7150,0
44293,0
15352,0
1919,0
7187,1
12426,0
41698,0
40839,0
3017,1
1194,0
38236,0
22359,0
45685,0
6221,0
19392,1
43914,1
32521,0
40204,0
32238,0
24169,0
22585,1
43437,1
30721,1
10299,0
22891,0
3136,0
24090,0
47530,0
29607,0
36524,1
29876,0
38300,0
14004,1
33613,0
12677,0
15508,0
36599,0
22642,0
21991,1
40563,1
22696,1
30458,0
17866,1
2463,0
24550,0
10728,0
2800,0
42694,0
6950,0
35390,0
29716,0
40167,0
21824,1
30448,0
43737,1
26723,0
21856,0
31662,1
24032,0
2087,1
36073,0
47185,0
30208,0
38680,1
17625,0
2599,1
29432,0
4734,0
17238,0
29960,0
48774,0
35445,0
21527,0
20901,0
34170,0
26854,0
7355,1
2518,0
16936,0
10013,0
4160,1
45296,0
756,0
32955,0
13742,0
41731,0
45941,0
24801,0
3891,0
3862,0
19400,0
24479,1
21460,1
27272,0
45927,0
18485,0
552,0
16805,1
35114,0
36583,0
42910,0
32094,1
5970,0
40544,0
40218,0
10992,0
43886,1
18038,0
36147,1
44730,0
29842,1
11821,1
4337,0
12013,0
10650,0
1966,0
17867,0
27967,0
46748,0
12845,0
17359,0
3192,0
45294,0
18792,0
4547,0
13089,1
30692,0
27969,0
35176,1
24047,0
26666,1
47104,0
14388,1
15005,1
2390,1
30727,1
32023,0
21577,0
20391,0
45416,0
42032,1
25455,0
43824,0
18091,0
34047,1
23768,0
14500,0
47274,0
23456,0
44670,1
45120,0
13176,1
15234,0
34099,0
4729,0
24843,0
27930,0
38027,0
46105,0
18692,0
7093,0
1292,0
22680,0
16737,0
42218,0
48362,1
45446,1
28470,0
23741,1
19604,0
4380,1
30979,0
366,0
32142,0
16028,1
34924,1
34344,0
20059,0
30866,0
36775,1
20804,0
17810,0
23017,0
6752,0
5305,0
32363,0
40983,0
40123,0
16893,0
36463,0
42015,0
1182,1
39179,0
45553,0
19542,0
37791,1
43141,1
9836,0
36702,0
16018,0
35643,0
37713,0
47916,0
21345,0
9767,1
9730,1
26065,0
17122,0
10023,0
28646,0
41953,0
4199,0
18526,1
48775,0
7983,0
14911,0
3675,0
22376,0
7533,1
1104,0
13781,0
8220,0
23331,0
44100,0
8302,0
44265,0
21080,0
10612,0
35314,0
31567,0
10758,0
604,0
39492,0
24949,1
17655,0
35306,1
27958,0
40041,1
14062,0
12360,0
31800,0
34450,0
9905,1
22157,1
36983,1
12432,1
24678,1
19823,0
43651,0
1541,0
37947,0
7801,0
22175,0
26930,0
11849,0
40144,0
1444,0
16059,0
41755,0
45835,0
36618,0
5640,0
1915,1
24686,0
46749,0
41676,0
25081,1
32894,0
30014,1
44255,0
14700,0
45854,0
27174,0
28263,0
23786,0
36269,1
48039,0
16942,0
29437,0
45889,1
41068,0
38103,0
48388,0
20490,0
27170,0
45857,1
10036,0
30687,1
22449,0
6924,0
39274,0
15651,1
45654,0
47801,0
22800,1
12841,1
17211,0
5683,0
17881,0
11213,0
44512,1
29384,0
41509,0
21150,0
11315,0
33978,0
27991,1
835,0
48641,0
28399,0
2176,0
33902,0
11544,1
45935,1
34415,0
11694,0
27787,0
38927,0
21140,0
38477,0
39131,1
32674,1
22670,0
47383,0
47614,1
8182,1
17809,1
16182,0
20261,1
21035,0
36033,0
14856,0
42063,1
24696,0
28353,0
8625,0
37436,0
24148,1
15091,0
13098,0
32118,0
27497,0
41864,0
3085,0
37483,0
35594,0
10551,1
10601,1
792,0
10441,0
3882,0
2813,0
34623,0
25493,0
13634,0
3509,0
23622,0
20854,0
29992,1
9376,0
40478,0
36593,0
34252,0
39326,1
6357,1
17179,1
12265,0
21357,0
21909,1
28826,0
22143,0
12328,0
45790,0
6183,0
15575,0
40324,0
24339,0
27022,0
25113,0
16349,1
48107,1
21017,1
44582,1
11355,0
18510,0
15961,0
45853,0
6649,0
23767,0
22591,1
35550,0
12698,0
19975,0
14205,0
27937,0
1558,1
14357,0
33432,0
25746,1
35718,1
33289,0
44882,1
46637,0
38872,1
2205,0
23813,1
20484,1
47875,0
35380,0
32985,0
15180,0
36735,0
